Sample	avg_sequence_length	percent_dedup	percent_duplicates	seq_len_read_count	seq_len_bp	sequence_length	total_sequences	percent_gc
temp | CRR216025.merged	458.358626094	3.73351181925	96.2664881807	61256.0	28077216.0	276-475	61256.0	51.0
temp | CRR216026.merged	456.192514616	3.35792927695	96.6420707231	120074.0	54776860.0	243-475	120074.0	52.0
temp | CRR216027.merged	454.737994611	3.02181837392	96.9781816261	75716.0	34430942.0	245-475	75716.0	52.0
temp | CRR216028.merged	452.819484624	4.37962070074	95.6203792993	37332.0	16904657.0	253-475	37332.0	52.0
temp | CRR216029.merged	460.974963557	3.56687317784	96.4331268222	109760.0	50596612.0	244-476	109760.0	53.0
temp | CRR216030.merged	457.671288583	5.35991641016	94.6400835898	35411.0	16206598.0	256-475	35411.0	51.0
temp | CRR216031.merged	455.744983243	3.09792381887	96.9020761811	97872.0	44604673.0	253-475	97872.0	52.0
temp | CRR216032.merged	454.390021296	3.00218491578	96.9978150842	72314.0	32858760.0	254-475	72314.0	52.0
temp | CRR216033.merged	449.221790277	2.75526146494	97.2447385351	108810.0	48879823.0	244-475	108810.0	53.0
temp | CRR216034.merged	450.863649792	6.14844551031	93.8515544897	57543.0	25944047.0	246-475	57543.0	52.0
temp | CRR216035.merged	449.231470434	2.83372309454	97.1662769055	83812.0	37650988.0	303-559	83812.0	53.0
temp | CRR216036.merged	463.576966731	3.35887068171	96.6411293183	56388.0	26140178.0	250-475	56388.0	52.0
temp | CRR216037.merged	458.52918524	2.8947854298	97.1052145702	75826.0	34768434.0	270-475	75826.0	52.0
temp | CRR216038.merged	460.342469007	2.73773290773	97.2622670923	67355.0	31006367.0	269-475	67355.0	52.0
temp | CRR216039.merged	454.372072187	7.25713554333	92.7428644567	7813.0	3550009.0	297-571	7813.0	50.0
temp | CRR216040.merged	453.281658471	3.61053728451	96.3894627155	54701.0	24794960.0	243-476	54701.0	52.0
temp | CRR216041.merged	457.956579233	3.23164988044	96.7683501196	55204.0	25281035.0	260-475	55204.0	51.0
temp | CRR216042.merged	460.947843235	3.61311965909	96.3868803409	44117.0	20335636.0	246-476	44117.0	54.0
temp | CRR216043.merged	454.798364584	4.07315411162	95.9268458884	45493.0	20690142.0	243-475	45493.0	51.0
temp | CRR216044.merged	454.200122858	3.63367553047	96.3663244695	96046.0	43624105.0	245-475	96046.0	52.0
temp | CRR216045.merged	458.661937816	2.95010845987	97.0498915401	69150.0	31716473.0	243-475	69150.0	50.0
temp | CRR216046.merged	454.086047264	2.97831013273	97.0216898673	77225.0	35066795.0	247-475	77225.0	52.0
temp | CRR216047.merged	450.594253884	8.7462132317	91.2537867683	10233.0	4610931.0	295-555	10233.0	51.0
temp | CRR216048.merged	453.714804723	8.41280653951	91.5871934605	8808.0	3996320.0	300-573	8808.0	51.0
temp | CRR216049.merged	457.795565155	2.9210367464	97.0789632536	106024.0	48537317.0	244-476	106024.0	52.0
temp | CRR216050.merged	460.783822071	4.71738206545	95.2826179346	7059.0	3252673.0	337-474	7059.0	48.0
temp | CRR216051.merged	457.736911854	3.35936595345	96.6406340465	77723.0	35576686.0	260-475	77723.0	53.0
temp | CRR216052.merged	459.395435491	7.21937587331	92.7806241267	10735.0	4931610.0	298-479	10735.0	50.0
temp | CRR216053.merged	458.270644336	7.96696906257	92.0330309374	8598.0	3940211.0	333-574	8598.0	51.0
temp | CRR216054.merged	458.520732983	3.18028488518	96.8197151148	67887.0	31127597.0	244-475	67887.0	51.0
temp | CRR216055.merged	450.272671177	3.19956120304	96.800438797	43756.0	19702131.0	296-475	43756.0	53.0
temp | CRR216056.merged	455.267567444	3.60272750154	96.3972724985	87406.0	39793117.0	244-476	87406.0	53.0
temp | CRR216057.merged	460.697304093	7.40326861293	92.5967313871	7159.0	3298132.0	303-537	7159.0	49.0
temp | CRR216058.merged	450.155757901	2.47423893617	97.5257610638	135961.0	61203627.0	242-475	135961.0	52.0
temp | CRR216059.merged	462.741321166	5.26681214045	94.7331878596	10082.0	4665358.0	304-516	10082.0	49.0
temp | CRR216060.merged	450.445961056	2.89184499711	97.1081550029	77805.0	35046948.0	273-475	77805.0	54.0
temp | CRR216061.merged	459.588037068	4.27782458111	95.7221754189	32049.0	14729337.0	361-531	32049.0	49.0
temp | CRR216062.merged	457.46862854	3.60704958151	96.3929504185	48627.0	22245327.0	249-475	48627.0	53.0
temp | CRR216063.merged	451.720809327	2.7922192934	97.2077807066	95981.0	43356615.0	246-475	95981.0	52.0
temp | CRR216064.merged	458.834910707	4.68274216114	95.3172578389	36453.0	16725909.0	256-476	36453.0	51.0
temp | CRR216065.merged	455.526750557	3.26569595013	96.7343040499	59681.0	27186292.0	258-475	59681.0	51.0
temp | CRR216066.merged	457.501453716	4.10791884203	95.892081158	31987.0	14634099.0	245-475	31987.0	53.0
temp | CRR216067.merged	457.258120594	3.48093901855	96.5190609815	73055.0	33404992.0	245-476	73055.0	51.0
temp | CRR216068.merged	456.975047244	3.65485235322	96.3451476468	77787.0	35546718.0	246-475	77787.0	51.0
temp | CRR216069.merged	454.159216641	6.74485505643	93.2551449436	45190.0	20523455.0	248-475	45190.0	53.0
temp | CRR216070.merged	457.377050739	6.59277987947	93.4072201205	52603.0	24059405.0	245-476	52603.0	52.0
temp | CRR216071.merged	460.474786427	3.44390806862	96.5560919314	71053.0	32718115.0	260-475	71053.0	51.0
temp | CRR216072.merged	458.603637749	5.51678498376	94.4832150162	49866.0	22868729.0	297-476	49866.0	50.0
temp | CRR216073.merged	451.683999776	2.4517644427	97.5482355573	89405.0	40382808.0	257-475	89405.0	52.0
temp | CRR216074.merged	452.564120998	2.70051060849	97.2994893915	108498.0	49102302.0	251-475	108498.0	52.0
temp | CRR216075.merged	456.75332114	3.51324911743	96.4867508826	70533.0	32216182.0	243-475	70533.0	51.0
temp | CRR216076.merged	452.810890465	5.04176516942	94.9582348306	63450.0	28730851.0	246-475	63450.0	51.0
temp | CRR216077.merged	464.941018212	6.40107615894	93.5989238411	48320.0	22465950.0	249-476	48320.0	52.0
temp | CRR216078.merged	449.994767861	3.94214577821	96.0578542218	66512.0	29930052.0	245-475	66512.0	52.0
temp | CRR216079.merged	453.813864184	3.47756631799	96.522433682	65103.0	29544644.0	249-475	65103.0	51.0
temp | CRR216080.merged	454.978644741	3.85719015561	96.1428098444	54366.0	24735369.0	253-475	54366.0	52.0
temp | CRR216081.merged	456.260442362	3.41203540557	96.5879645944	96482.0	44020920.0	246-475	96482.0	51.0
temp | CRR216082.merged	457.201872791	3.78861979472	96.2113802053	76677.0	35056868.0	243-475	76677.0	51.0
temp | CRR216083.merged	454.437107564	2.24615841268	97.7538415873	175188.0	79611928.0	252-475	175188.0	51.0
temp | CRR216084.merged	462.302822213	3.39633686438	96.6036631356	88831.0	41066822.0	243-475	88831.0	51.0
temp | CRR216085.merged	460.718932054	3.97208635783	96.0279136422	32099.0	14788617.0	276-475	32099.0	53.0
temp | CRR216086.merged	452.378607984	3.43816879129	96.5618312087	107470.0	48617129.0	246-475	107470.0	52.0
temp | CRR216087.merged	456.347158677	4.40344357504	95.596556425	53549.0	24436934.0	243-475	53549.0	52.0
temp | CRR216088.merged	454.782171648	4.11177742823	95.8882225718	40688.0	18504177.0	262-475	40688.0	51.0
temp | CRR216089.merged	458.461539911	4.06736873834	95.9326312617	53081.0	24335597.0	247-474	53081.0	51.0
temp | CRR216090.merged	459.527952428	3.79706082873	96.2029391713	52804.0	24264914.0	251-475	52804.0	50.0
temp | CRR216091.merged	451.115877679	2.65406957335	97.3459304267	89862.0	40538175.0	260-475	89862.0	53.0
temp | CRR216092.merged	459.123669134	2.9469401001	97.0530598999	80117.0	36783611.0	251-475	80117.0	51.0
temp | CRR216093.merged	461.169058427	4.6761360863	95.3238639137	40974.0	18895941.0	249-475	40974.0	53.0
temp | CRR216094.merged	452.224659821	3.50787858214	96.4921214179	70698.0	31971379.0	251-475	70698.0	52.0
temp | CRR216095.merged	452.904541771	3.58867239667	96.4113276033	87609.0	39678514.0	244-475	87609.0	52.0
temp | CRR216096.merged	455.562936159	5.08400103386	94.9159989661	38690.0	17625730.0	247-474	38690.0	51.0
temp | CRR216097.merged	454.654748334	3.50039563859	96.4996043614	74563.0	33900422.0	244-476	74563.0	52.0
temp | CRR216098.merged	456.073047787	3.0956313721	96.9043686279	70228.0	32029098.0	246-475	70228.0	51.0
temp | CRR216099.merged	451.755723044	3.03447887958	96.9655211204	71116.0	32127060.0	247-475	71116.0	52.0
temp | CRR216100.merged	454.112023043	3.47096680888	96.5290331911	82974.0	37679491.0	245-476	82974.0	52.0
temp | CRR216101.merged	454.75256501	3.24901232384	96.7509876762	67836.0	30848595.0	263-475	67836.0	51.0
temp | CRR216102.merged	458.172777442	3.5436195948	96.4563804052	52912.0	24242838.0	244-475	52912.0	51.0
temp | CRR216103.merged	461.172475719	3.85437664162	96.1456233584	81855.0	37749273.0	249-476	81855.0	54.0
temp | CRR216104.merged	452.6277972	3.71244520949	96.2875547905	56351.0	25506029.0	280-475	56351.0	53.0
temp | CRR216105.merged	460.382005289	5.50865007806	94.4913499219	31387.0	14450010.0	245-475	31387.0	53.0
temp | CRR216106.merged	454.988141274	3.63839477529	96.3616052247	58185.0	26473485.0	273-474	58185.0	51.0
temp | CRR216107.merged	464.638619146	4.4232121007	95.5767878993	38411.0	17847234.0	245-475	38411.0	52.0
temp | CRR216108.merged	458.926404339	3.58356052543	96.4164394746	68591.0	31478221.0	260-475	68591.0	52.0
temp | CRR216109.merged	458.242020195	3.96957169965	96.0304283004	59024.0	27047277.0	246-476	59024.0	52.0
temp | CRR216110.merged	460.085681416	4.74424354814	95.2557564519	58239.0	26794930.0	247-475	58239.0	52.0
temp | CRR216111.merged	451.754761186	2.73813117158	97.2618688284	69573.0	31429934.0	260-475	69573.0	53.0
temp | CRR216112.merged	464.348012811	4.22914543602	95.770854564	27476.0	12758426.0	282-475	27476.0	55.0
temp | CRR216113.merged	450.157572444	2.81683980317	97.1831601968	45725.0	20583455.0	298-474	45725.0	53.0
temp | CRR216114.merged	458.300870094	4.31368158408	95.6863184159	62522.0	28653887.0	245-475	62522.0	51.0
temp | CRR216115.merged	455.329675719	3.53705633544	96.4629436646	48939.0	22283379.0	296-475	48939.0	51.0
temp | CRR216116.merged	453.116095277	2.79724308414	97.2027569159	190938.0	86517081.0	296-543	190938.0	52.0
temp | CRR216117.merged	453.337933953	3.60057222301	96.399427777	49631.0	22499615.0	249-475	49631.0	52.0
temp | CRR216118.merged	460.023613454	4.9260839369	95.0739160631	20158.0	9273156.0	295-498	20158.0	49.0
temp | CRR216119.merged	460.41428247	2.91527903926	97.0847209607	79272.0	36497961.0	252-475	79272.0	52.0
temp | CRR216120.merged	464.112658281	4.54755794876	95.4524420512	23771.0	11032422.0	178-573	23771.0	52.0
temp | CRR216121.merged	460.099813973	5.74242932512	94.2575706749	32791.0	15087133.0	281-475	32791.0	50.0
temp | CRR216122.merged	451.707949165	10.1171193621	89.8828806379	4013.0	1812704.0	327-575	4013.0	52.0
temp | CRR216123.merged	451.77038674	7.88950276243	92.1104972376	9050.0	4088522.0	305-476	9050.0	52.0
temp | CRR216124.merged	459.694516246	2.81344128517	97.1865587148	93622.0	43037520.0	246-475	93622.0	50.0
temp | CRR216125.merged	454.564729081	3.4670781893	96.5329218107	58320.0	26510215.0	248-474	58320.0	51.0
temp | CRR216126.merged	454.966831713	3.25478732924	96.7452126708	83815.0	38133045.0	295-494	83815.0	52.0
temp | CRR216127.merged	463.491533388	3.04032300169	96.9596769983	57461.0	26632687.0	253-475	57461.0	50.0
temp | CRR216128.merged	460.530145624	4.02622147621	95.9737785238	44086.0	20302932.0	246-475	44086.0	51.0
temp | CRR216129.merged	451.965376978	2.55589007751	97.4441099225	62444.0	28222526.0	268-475	62444.0	52.0
temp | CRR216130.merged	470.651420429	1.65775240083	98.3422475992	99653.0	46901826.0	257-476	99653.0	52.0
temp | CRR216131.merged	458.654252972	3.37102591809	96.6289740819	65707.0	30136795.0	246-475	65707.0	51.0
temp | CRR216132.merged	448.490499106	3.22562903891	96.7743709611	36365.0	16309357.0	264-476	36365.0	53.0
temp | CRR216133.merged	460.883994042	5.14436296975	94.8556370302	17456.0	8045191.0	337-475	17456.0	52.0
temp | CRR216134.merged	451.620204036	4.03637170104	95.963628299	27054.0	12218133.0	258-474	27054.0	52.0
temp | CRR216135.merged	447.444547973	2.82961037687	97.1703896231	40783.0	18248131.0	251-474	40783.0	53.0
temp | CRR216136.merged	450.819113395	4.16318663668	95.8368133633	31130.0	14033999.0	245-475	31130.0	54.0
temp | CRR216137.merged	448.84921513	3.8517391605	96.1482608395	28922.0	12981617.0	297-475	28922.0	53.0
temp | CRR216138.merged	449.220374943	3.76334736183	96.2366526382	28751.0	12915535.0	282-475	28751.0	54.0
temp | CRR216139.merged	455.053336391	5.24650309562	94.7534969044	21805.0	9922438.0	301-475	21805.0	53.0
temp | CRR216140.merged	449.701258993	3.40441932169	96.5955806783	38920.0	17502373.0	275-476	38920.0	55.0
temp | CRR216141.merged	453.199625859	4.80987156887	95.1901284311	27797.0	12597590.0	294-476	27797.0	54.0
temp | CRR216142.merged	453.657200665	6.24322566659	93.7567743334	27678.0	12556324.0	308-475	27678.0	52.0
temp | CRR216143.merged	455.497585679	5.26047187218	94.7395281278	25473.0	11602890.0	245-475	25473.0	52.0
temp | CRR216144.merged	450.932542493	3.84206798867	96.1579320113	33888.0	15281202.0	265-475	33888.0	53.0
temp | CRR216145.merged	454.586366687	4.14815761721	95.8518423828	31291.0	14224462.0	260-476	31291.0	53.0
temp | CRR216146.merged	452.335700285	3.70945671068	96.2905432893	27039.0	12230705.0	332-476	27039.0	53.0
temp | CRR216147.merged	453.105960596	4.94799479948	95.0520052005	39996.0	18122426.0	245-475	39996.0	52.0
temp | CRR216148.merged	453.210919628	3.94489349804	96.055106502	39342.0	17830224.0	276-476	39342.0	53.0
temp | CRR216149.merged	452.212279363	4.83739937471	95.1626006253	40621.0	18369315.0	296-475	40621.0	52.0
temp | CRR216150.merged	451.151896292	5.05034916471	94.9496508353	25919.0	11693406.0	322-475	25919.0	53.0
temp | CRR216151.merged	450.910834603	4.58218240958	95.4178175904	38737.0	17466933.0	260-476	38737.0	53.0
temp | CRR216152.merged	449.646539599	3.73199476211	96.2680052379	41238.0	18542524.0	296-475	41238.0	52.0
temp | CRR216153.merged	449.991475935	3.35782236037	96.6421776396	42468.0	19110238.0	359-475	42468.0	53.0
temp | CRR216154.merged	449.530631704	3.93087008343	96.0691299166	41950.0	18857810.0	296-474	41950.0	52.0
temp | CRR216155.merged	453.907814798	4.26232653322	95.7376734668	31274.0	14195513.0	249-474	31274.0	51.0
temp | CRR216156.merged	449.710573897	4.3795620438	95.6204379562	29866.0	13431056.0	251-475	29866.0	53.0
temp | CRR216157.merged	450.391136472	3.46135447277	96.5386455272	29266.0	13181147.0	320-475	29266.0	53.0
temp | CRR216158.merged	448.748586723	2.96961166617	97.0303883338	43339.0	19448315.0	290-475	43339.0	53.0
temp | CRR216159.merged	451.633240023	3.35670225679	96.6432977432	40367.0	18231079.0	260-476	40367.0	53.0
temp | CRR216160.merged	466.081175269	4.45833082978	95.5416691702	16643.0	7756989.0	304-475	16643.0	53.0
temp | CRR216161.merged	452.670488949	3.92824704814	96.0717529519	26424.0	11961365.0	309-476	26424.0	53.0
temp | CRR216162.merged	449.754422096	3.0564911943	96.9435088057	51955.0	23366991.0	291-476	51955.0	53.0
temp | CRR216163.merged	449.324028324	3.653815893	96.346184107	31775.0	14277271.0	296-475	31775.0	53.0
temp | CRR216164.merged	452.584836393	3.60335195531	96.3966480447	25060.0	11341776.0	280-476	25060.0	54.0
temp | CRR216165.merged	449.484364604	3.62766530431	96.3723346957	31563.0	14187075.0	248-475	31563.0	53.0
temp | CRR216166.merged	449.239640719	3.93053892216	96.0694610778	41750.0	18755755.0	273-474	41750.0	52.0
temp | CRR216167.merged	448.98301979	3.57622770584	96.4237722942	32744.0	14701500.0	368-475	32744.0	53.0
temp | CRR216168.merged	448.450635872	3.44978804268	96.5502119573	34205.0	15339254.0	250-475	34205.0	53.0
temp | CRR216169.merged	448.790204694	3.612852175	96.387147825	48023.0	21552252.0	255-475	48023.0	53.0
temp | CRR216170.merged	449.025494401	3.66588379455	96.3341162055	29379.0	13191920.0	271-476	29379.0	53.0
temp | CRR216171.merged	450.704698972	3.96265995385	96.0373400462	47670.0	21485093.0	293-475	47670.0	53.0
temp | CRR216172.merged	450.982797157	3.90517089831	96.0948291017	39819.0	17957684.0	260-475	39819.0	54.0
temp | CRR216173.merged	461.859936712	4.66358873269	95.3364112673	19277.0	8903274.0	245-475	19277.0	54.0
temp | CRR216174.merged	448.664528588	4.23822332575	95.7617766743	28998.0	13010374.0	246-475	28998.0	53.0
temp | CRR216175.merged	449.456646222	3.99307764742	96.0069223526	39293.0	17660500.0	246-475	39293.0	53.0
temp | CRR216176.merged	449.72908489	4.11208323481	95.8879167652	42290.0	19019043.0	264-475	42290.0	53.0
temp | CRR216177.merged	462.653405301	3.76311480381	96.2368851962	32978.0	15257384.0	263-476	32978.0	50.0
temp | CRR216178.merged	451.877964374	3.5816649328	96.4183350672	47101.0	21283904.0	260-476	47101.0	53.0
temp | CRR216179.merged	451.530430763	4.02480147939	95.9751985206	36772.0	16603677.0	253-476	36772.0	53.0
temp | CRR216180.merged	448.560529888	3.18485747323	96.8151425268	39782.0	17844635.0	298-475	39782.0	53.0
temp | CRR216181.merged	450.493216061	4.3937840183	95.6062159817	25354.0	11421805.0	260-475	25354.0	53.0
temp | CRR216182.merged	449.041519817	3.43164533482	96.5683546652	32346.0	14524697.0	243-475	32346.0	53.0
temp | CRR216183.merged	449.20802005	3.61966864063	96.3803313594	45087.0	20253442.0	271-475	45087.0	53.0
temp | CRR216184.merged	450.464594728	4.1496657696	95.8503342304	34557.0	15566705.0	294-475	34557.0	52.0
temp | CRR216185.merged	450.408095026	3.79593656455	96.2040634354	31402.0	14143715.0	276-475	31402.0	53.0
temp | CRR216186.merged	450.379607935	3.61605748204	96.383942518	25608.0	11533321.0	248-474	25608.0	52.0
temp | CRR216187.merged	455.850311899	3.71727384458	96.2827261554	43123.0	19657633.0	281-476	43123.0	52.0
temp | CRR216188.merged	454.204131026	3.25243684106	96.7475631589	30162.0	13699705.0	323-475	30162.0	53.0
temp | CRR216189.merged	453.711671835	4.30504651818	95.6949534818	35470.0	16093153.0	246-475	35470.0	52.0
temp | CRR216190.merged	451.909500256	4.05594405594	95.9440559441	29315.0	13247727.0	246-475	29315.0	53.0
temp | CRR216191.merged	453.195218241	3.85521783794	96.1447821621	49647.0	22499783.0	244-475	49647.0	52.0
temp | CRR216192.merged	448.905234599	2.93275338602	97.067246614	46441.0	20847608.0	260-476	46441.0	53.0
temp | CRR216193.merged	452.963789818	4.85978763953	95.1402123605	22038.0	9982416.0	246-475	22038.0	53.0
temp | CRR216194.merged	458.256460855	3.90497514326	96.0950248567	26351.0	12075516.0	244-475	26351.0	52.0
temp | CRR216195.merged	449.887114617	4.3047472464	95.6952527536	20791.0	9353603.0	258-475	20791.0	52.0
temp | CRR216196.merged	459.139063254	3.62626750362	96.3737324964	20710.0	9508770.0	263-474	20710.0	54.0
temp | CRR216197.merged	452.569553123	3.90642198163	96.0935780184	49969.0	22614448.0	251-475	49969.0	52.0
temp | CRR216198.merged	449.002378837	3.40488951305	96.5951104869	34891.0	15666142.0	260-474	34891.0	53.0
temp | CRR216199.merged	451.684590148	3.08052298934	96.9194770107	41454.0	18724133.0	245-474	41454.0	52.0
temp | CRR216200.merged	454.036621804	3.66482455908	96.3351754409	37819.0	17171211.0	244-475	37819.0	51.0
temp | CRR216201.merged	452.631388745	4.80554121494	95.1944587851	23244.0	10520964.0	258-475	23244.0	52.0
temp | CRR216202.merged	450.332947158	4.34124991955	95.6587500805	31074.0	13993646.0	300-475	31074.0	53.0
temp | CRR216203.merged	453.787723553	3.49514311282	96.5048568872	77107.0	34990210.0	243-475	77107.0	52.0
temp | CRR216204.merged	454.12939961	3.30132193759	96.6986780624	42589.0	19340917.0	296-475	42589.0	53.0
temp | CRR216205.merged	461.455260149	3.89508290452	96.1049170955	55968.0	25826728.0	245-476	55968.0	52.0
temp | CRR216206.merged	460.222748479	3.50877192982	96.4912280702	56373.0	25944137.0	254-475	56373.0	50.0
temp | CRR216207.merged	456.862395287	5.01518917426	94.9848108257	54315.0	24814481.0	248-476	54315.0	51.0
temp | CRR216208.merged	457.577351474	4.57511665743	95.4248833426	55933.0	25593674.0	247-476	55933.0	52.0
temp | CRR216209.merged	458.135972071	3.97926490146	96.0207350985	66168.0	30313941.0	244-476	66168.0	52.0
temp | CRR216210.merged	453.831791873	4.4453726356	95.5546273644	33518.0	15211534.0	247-475	33518.0	51.0
temp | CRR216211.merged	454.861542291	4.07328122666	95.9267187733	100435.0	45684019.0	245-476	100435.0	51.0
temp | CRR216212.merged	453.84282063	4.27113034999	95.72886965	67687.0	30719259.0	247-474	67687.0	52.0
temp | CRR216213.merged	452.475723928	6.22142390594	93.7785760941	18372.0	8312884.0	262-474	18372.0	52.0
temp | CRR216214.merged	457.074088576	4.64340613127	95.3565938687	68958.0	31518915.0	246-476	68958.0	52.0
temp | CRR216215.merged	470.286899868	2.30357558365	97.6964244163	25786.0	12126818.0	311-476	25786.0	55.0
temp | CRR216216.merged	456.457333724	3.42039896941	96.5796010306	64817.0	29586195.0	249-476	64817.0	53.0
temp | CRR216217.merged	453.92835455	2.81942479962	97.1805752004	53025.0	24069551.0	264-475	53025.0	55.0
temp | CRR216218.merged	451.553773567	3.7231512661	96.2768487339	52563.0	23735021.0	243-475	52563.0	52.0
temp | CRR216219.merged	461.372963927	4.14280401636	95.8571959836	80670.0	37218957.0	245-476	80670.0	52.0
temp | CRR216220.merged	455.674202837	3.99381465287	96.0061853471	75016.0	34182856.0	244-475	75016.0	52.0
temp | CRR216221.merged	453.811426462	2.86638726629	97.1336127337	92102.0	41796940.0	250-475	92102.0	51.0
temp | CRR216222.merged	452.832712766	5.49940898345	94.5005910165	33840.0	15323859.0	249-475	33840.0	52.0
temp | CRR216223.merged	456.283944388	3.15774098025	96.8422590197	75307.0	34361375.0	246-475	75307.0	51.0
temp | CRR216224.merged	461.030688557	3.1902725721	96.8097274279	56829.0	26199913.0	260-476	56829.0	52.0
temp | CRR216225.merged	457.537203032	4.64087379312	95.3591262069	43397.0	19855742.0	249-475	43397.0	52.0
temp | CRR216226.merged	452.845581855	3.30095449287	96.6990455071	82976.0	37575315.0	260-475	82976.0	52.0
temp | CRR216227.merged	455.652958323	5.25223876677	94.7477612332	38079.0	17350809.0	260-475	38079.0	52.0
temp | CRR216228.merged	457.8480252	3.73031257572	96.2696874243	82540.0	37790776.0	249-475	82540.0	52.0
temp | CRR216229.merged	462.079004263	3.45517366794	96.5448263321	49491.0	22868752.0	244-476	49491.0	52.0
temp | CRR216230.merged	455.826286501	3.2241408984	96.7758591016	52293.0	23836524.0	251-475	52293.0	51.0
temp | CRR216231.merged	465.943619715	2.97769761715	97.0223023829	57662.0	26867241.0	246-475	57662.0	53.0
temp | CRR216232.merged	458.138727718	4.10346032856	95.8965396714	57220.0	26214698.0	263-476	57220.0	52.0
temp | CRR216233.merged	450.90260167	4.28963018771	95.7103698123	62383.0	28128657.0	245-475	62383.0	52.0
temp | CRR216234.merged	453.63820953	4.41667932554	95.5833206745	78996.0	35835604.0	245-476	78996.0	52.0
temp | CRR216235.merged	452.808079331	4.16148916989	95.8385108301	41043.0	18584602.0	261-475	41043.0	52.0
temp | CRR216236.merged	457.893890762	2.93039309169	97.0696069083	74461.0	34095237.0	246-475	74461.0	51.0
temp | CRR216237.merged	460.054217286	5.05727178063	94.9427282194	28810.0	13254162.0	263-475	28810.0	52.0
temp | CRR216238.merged	454.058049347	3.61186930789	96.3881306921	74006.0	33603020.0	245-475	74006.0	52.0
temp | CRR216239.merged	457.606081693	3.64286639047	96.3571336095	61792.0	28276395.0	251-475	61792.0	51.0
temp | CRR216240.merged	456.240001405	4.59136177612	95.4086382239	56933.0	25975112.0	246-475	56933.0	52.0
temp | CRR216241.merged	449.604738949	3.3563762052	96.6436237948	43976.0	19771818.0	245-476	43976.0	53.0
temp | CRR216242.merged	458.121452109	4.50807188547	95.4919281145	36113.0	16544140.0	256-475	36113.0	54.0
temp | CRR216243.merged	462.008829931	4.18281687221	95.8171831278	48245.0	22289616.0	248-475	48245.0	50.0
temp | CRR216244.merged	455.228780835	2.8275283896	97.1724716104	78726.0	35838341.0	250-475	78726.0	52.0
temp | CRR216245.merged	458.408242287	4.03482378474	95.9651762153	40547.0	18587079.0	263-476	40547.0	53.0
temp | CRR216246.merged	449.006753308	3.97149475833	96.0285052417	50938.0	22871506.0	245-475	50938.0	53.0
temp | CRR216247.merged	455.597934562	4.12701476691	95.8729852331	51805.0	23602251.0	244-475	51805.0	52.0
temp | CRR216248.merged	453.652344206	4.31173852898	95.688261471	59999.0	27218687.0	268-475	59999.0	53.0
temp | CRR216249.merged	456.590195976	4.20228291463	95.7977170854	76744.0	35040558.0	246-476	76744.0	51.0
temp | CRR216250.merged	459.912517405	4.48456330725	95.5154366928	20827.0	9578598.0	298-475	20827.0	53.0
temp | CRR216251.merged	457.005534647	5.49036971441	94.5096302856	31619.0	14450058.0	244-475	31619.0	52.0
temp | CRR216252.merged	458.628047632	3.17686206391	96.8231379361	47783.0	21914624.0	248-475	47783.0	50.0
temp | CRR216253.merged	460.523810816	3.05082445545	96.9491755445	73685.0	33933697.0	249-476	73685.0	51.0
temp | CRR216254.merged	456.270540248	2.59718638142	97.4028136186	120130.0	54811780.0	243-475	120130.0	51.0
temp | CRR216255.merged	455.360013787	3.53147038549	96.4685296145	37718.0	17175269.0	282-475	37718.0	52.0
temp | CRR216256.merged	450.901822291	4.66167537788	95.3383246221	28316.0	12767736.0	258-475	28316.0	54.0
temp | CRR216257.merged	454.644546632	3.85052459103	96.149475409	75678.0	34406590.0	244-475	75678.0	52.0
temp | CRR216258.merged	456.878131793	3.64946802425	96.3505319757	69928.0	31948574.0	245-475	69928.0	51.0
temp | CRR216259.merged	471.143826538	2.24345658496	97.756543415	50547.0	23814907.0	257-476	50547.0	54.0
temp | CRR216260.merged	451.497409814	3.65216162758	96.3478383724	42468.0	19174192.0	249-476	42468.0	53.0
temp | CRR216261.merged	458.401319398	3.38744348084	96.6125565192	67455.0	30921461.0	253-476	67455.0	51.0
temp | CRR216262.merged	449.030315118	3.01891545777	96.9810845422	47633.0	21388661.0	246-474	47633.0	53.0
temp | CRR216263.merged	452.476720957	4.17349050661	95.8265094934	55565.0	25141869.0	246-475	55565.0	52.0
temp | CRR216264.merged	453.475927406	3.49569796417	96.5043020358	42538.0	19289959.0	276-475	42538.0	52.0
temp | CRR216265.merged	455.829002682	3.31956222367	96.6804377763	55188.0	25156291.0	245-476	55188.0	52.0
temp | CRR216266.merged	459.128598409	5.61437646655	94.3856235335	34946.0	16044708.0	244-475	34946.0	51.0
temp | CRR216267.merged	451.685223596	3.13614867668	96.8638513233	60265.0	27220810.0	243-474	60265.0	52.0
temp | CRR216268.merged	456.655842893	4.40821088303	95.591789117	36001.0	16440067.0	243-474	36001.0	52.0
temp | CRR216269.merged	451.505723093	4.18831238818	95.8116876118	46391.0	20945802.0	244-475	46391.0	53.0
temp | CRR216270.merged	459.323621431	4.5776300352	95.4223699648	51140.0	23489810.0	260-475	51140.0	52.0
temp | CRR216271.merged	452.799799385	3.03597699612	96.9640230039	74770.0	33855841.0	246-475	74770.0	52.0
temp | CRR216272.merged	455.99844751	4.00503085328	95.9949691467	50886.0	23203937.0	243-475	50886.0	51.0
temp | CRR216273.merged	454.870859155	4.49343161456	95.5065683854	57929.0	26350214.0	246-475	57929.0	52.0
