Sample	fastqc_percent_duplicates	fastqc_percent_gc	fastqc_avg_sequence_length	fastqc_total_sequences
temp | CRR215496.merged	97.2638464152	53.0	453.839075773	117720.0
temp | CRR215497.merged	96.0219904659	52.0	459.442950814	54751.0
temp | CRR215498.merged	96.9629023721	51.0	463.427262667	103915.0
temp | CRR215499.merged	95.9160455653	53.0	459.234389813	68561.0
temp | CRR215500.merged	95.2652900467	51.0	457.308164069	35546.0
temp | CRR215501.merged	96.8694217864	52.0	452.519093025	88514.0
temp | CRR215502.merged	96.2630501652	52.0	451.975677808	87451.0
temp | CRR215503.merged	96.7356934297	52.0	452.851074422	74319.0
temp | CRR215504.merged	96.3985872271	52.0	452.725184799	51813.0
temp | CRR215505.merged	96.8173680771	52.0	452.289449007	70382.0
temp | CRR215506.merged	96.3103134696	52.0	458.072242431	74776.0
temp | CRR215507.merged	96.7722534082	53.0	455.65964028	69832.0
temp | CRR215508.merged	97.1556663995	52.0	453.816276239	101043.0
temp | CRR215509.merged	96.6515307288	52.0	458.519648161	70032.0
temp | CRR215510.merged	96.5245475768	51.0	454.435712907	56971.0
temp | CRR215511.merged	97.5159601493	52.0	452.102763481	90538.0
temp | CRR215512.merged	96.5831140953	53.0	461.417063447	61957.0
temp | CRR215513.merged	96.5335724869	52.0	452.017478359	102584.0
temp | CRR215514.merged	96.4628783057	51.0	455.681094844	69124.0
temp | CRR215515.merged	96.4761082646	51.0	454.437430385	71824.0
temp | CRR215516.merged	97.4693495555	52.0	451.231572298	213700.0
temp | CRR215517.merged	96.6448680884	52.0	457.86155947	93737.0
temp | CRR215518.merged	97.6075641087	53.0	453.550475144	83764.0
temp | CRR215519.merged	95.8956378261	51.0	455.382042556	58182.0
temp | CRR215520.merged	96.6912239886	50.0	459.077796186	85107.0
temp | CRR215521.merged	96.5027834749	52.0	453.123164372	85325.0
temp | CRR215522.merged	96.3076474022	52.0	453.708578783	75372.0
temp | CRR215523.merged	96.0232796448	53.0	451.834388712	76118.0
temp | CRR215524.merged	96.7681643319	53.0	461.929502069	55108.0
temp | CRR215525.merged	96.8651953193	53.0	460.284596636	74263.0
temp | CRR215526.merged	95.8079964048	52.0	454.11410395	71207.0
temp | CRR215527.merged	98.0846983804	53.0	467.127648268	86566.0
temp | CRR215528.merged	97.1007246204	51.0	454.974372406	125997.0
temp | CRR215529.merged	97.1479516863	52.0	451.904931723	111604.0
temp | CRR215530.merged	97.0303363599	52.0	460.444248662	89101.0
temp | CRR215531.merged	96.5098959761	53.0	459.69402905	83923.0
temp | CRR215532.merged	97.0416276058	52.0	457.467521594	139739.0
temp | CRR215533.merged	95.7340500681	53.0	452.917592736	58041.0
temp | CRR215534.merged	96.1067444046	52.0	457.521911482	73409.0
temp | CRR215535.merged	96.2712469727	52.0	459.367540541	89601.0
temp | CRR215536.merged	96.1925047493	52.0	453.811950953	86855.0
temp | CRR215537.merged	96.5053704395	53.0	464.638632021	45527.0
temp | CRR215538.merged	96.3535770368	54.0	456.819888252	54766.0
temp | CRR215539.merged	96.8140029608	55.0	464.064988866	80383.0
temp | CRR215540.merged	96.3177413324	51.0	455.330291731	98961.0
temp | CRR215541.merged	96.7147946304	51.0	456.494939486	84774.0
temp | CRR215542.merged	96.0140283415	52.0	456.538844976	56172.0
temp | CRR215543.merged	96.7499697202	51.0	454.569401268	99076.0
temp | CRR215544.merged	96.6205442107	54.0	457.545843835	77764.0
temp | CRR215545.merged	96.7224717572	52.0	454.012467674	73470.0
temp | CRR215546.merged	96.8165215651	50.0	457.016336436	79944.0
temp | CRR215547.merged	97.4204987417	51.0	456.577063315	139872.0
temp | CRR215548.merged	96.5987968533	51.0	453.168866753	82118.0
temp | CRR215549.merged	97.2579549816	52.0	464.276104052	101603.0
temp | CRR215550.merged	97.4931295663	52.0	456.733371316	89514.0
temp | CRR215551.merged	96.6928954271	53.0	453.521515186	52614.0
temp | CRR215552.merged	96.2931449671	51.0	456.141948948	62290.0
temp | CRR215553.merged	96.0246107484	51.0	452.715494726	39820.0
temp | CRR215554.merged	96.1599196095	53.0	461.621680304	55728.0
temp | CRR215555.merged	96.6492325741	52.0	456.040742008	81832.0
temp | CRR215556.merged	97.246452969	53.0	456.244891525	66605.0
temp | CRR215557.merged	96.6455572703	51.0	452.775717099	112746.0
temp | CRR215558.merged	97.0181146742	52.0	452.173448191	134311.0
temp | CRR215559.merged	96.8812697847	52.0	460.289647332	89716.0
temp | CRR215560.merged	95.0644920584	52.0	456.131835625	37524.0
temp | CRR215561.merged	97.5427542754	53.0	451.728812881	99990.0
temp | CRR215562.merged	97.2321636775	52.0	456.920543834	98633.0
temp | CRR215563.merged	96.9919934175	53.0	453.466597044	63198.0
temp | CRR215564.merged	96.6963845467	52.0	453.617305668	75039.0
temp | CRR215565.merged	96.608301702	52.0	455.925970369	81670.0
temp | CRR215566.merged	97.5859243531	53.0	454.764116616	113501.0
temp | CRR215567.merged	95.62172346	52.0	464.867013434	24416.0
temp | CRR215568.merged	96.3728197009	51.0	455.521884773	76423.0
temp | CRR215569.merged	96.5246402147	51.0	458.268869492	81229.0
temp | CRR215570.merged	96.6850630734	55.0	460.637686353	83712.0
temp | CRR215571.merged	96.4316109422	51.0	464.176919959	49350.0
temp | CRR215572.merged	97.5555506128	51.0	455.976356236	89918.0
temp | CRR215573.merged	96.5645126575	52.0	458.424195765	60399.0
temp | CRR215574.merged	97.585637788	52.0	453.050052972	138753.0
temp | CRR215575.merged	95.827582667	51.0	457.737723991	87671.0
temp | CRR215576.merged	97.8251495919	52.0	452.668303163	132193.0
temp | CRR215577.merged	96.7093128213	51.0	461.502747145	50962.0
temp | CRR215578.merged	96.8935888962	52.0	455.460589782	71111.0
temp | CRR215579.merged	96.6593670832	52.0	453.676445962	93156.0
temp | CRR215580.merged	96.7872160197	52.0	455.181541373	131039.0
temp | CRR215581.merged	96.5903748972	51.0	456.68907921	68072.0
temp | CRR215582.merged	96.9225312726	52.0	451.748441486	73307.0
temp | CRR215583.merged	95.7262096933	53.0	457.399877948	50798.0
temp | CRR215584.merged	96.4656847242	52.0	451.048366692	88532.0
temp | CRR215585.merged	97.6680357002	51.0	456.356557539	101288.0
temp | CRR215586.merged	93.6498465735	51.0	453.716182237	46928.0
temp | CRR215587.merged	97.7779039769	53.0	452.560699972	123262.0
temp | CRR215588.merged	97.282346059	53.0	452.007185187	78634.0
temp | CRR215589.merged	96.6846729882	51.0	457.676280342	86266.0
temp | CRR215590.merged	97.4842488897	52.0	451.432082098	135546.0
temp | CRR215591.merged	95.5739430081	52.0	452.536326682	48463.0
temp | CRR215592.merged	96.6123699211	52.0	455.170050916	49297.0
temp | CRR215593.merged	95.9708217121	51.0	454.550032182	46610.0
temp | CRR215594.merged	95.1538554362	52.0	451.997369374	41435.0
temp | CRR215595.merged	97.3247851153	51.0	455.062142756	162529.0
temp | CRR215596.merged	96.6024546858	53.0	449.858774283	49212.0
temp | CRR215597.merged	97.3300674756	52.0	452.795442815	106557.0
temp | CRR215598.merged	96.3299874529	52.0	454.488376551	57384.0
temp | CRR215599.merged	96.6008326208	52.0	465.680296043	71341.0
temp | CRR215600.merged	96.8466336394	51.0	458.429827606	95073.0
temp | CRR215601.merged	94.3291839557	51.0	451.291626769	18798.0
temp | CRR215602.merged	96.5586440989	52.0	455.713006284	87204.0
temp | CRR215603.merged	97.0743195302	52.0	448.768074153	66241.0
temp | CRR215604.merged	96.3165140552	50.0	458.799177179	62468.0
temp | CRR215605.merged	96.1341059603	53.0	455.233298841	48320.0
temp | CRR215606.merged	96.4407048179	51.0	457.166962981	56809.0
temp | CRR215607.merged	96.110945549	51.0	459.135488952	46978.0
temp | CRR215608.merged	97.1965890056	52.0	455.687970154	131340.0
temp | CRR215609.merged	95.262545355	53.0	448.933490792	29214.0
temp | CRR215610.merged	97.3059462678	53.0	454.112599539	67185.0
temp | CRR215611.merged	96.918007931	53.0	459.901941917	68592.0
temp | CRR215612.merged	97.3563033328	53.0	451.546975796	93165.0
temp | CRR215613.merged	96.4519559013	52.0	453.798100062	71476.0
temp | CRR215614.merged	96.8040151526	52.0	459.017190214	73123.0
temp | CRR215615.merged	97.6210749294	52.0	453.719149776	96304.0
temp | CRR215616.merged	96.7344304614	51.0	460.954678929	61980.0
temp | CRR215617.merged	93.6965811966	50.0	453.494337607	9360.0
temp | CRR215618.merged	96.4967959732	52.0	451.581748166	98938.0
temp | CRR215619.merged	96.1827608555	51.0	459.75345431	77150.0
temp | CRR215620.merged	96.9152623401	53.0	455.419134696	83670.0
temp | CRR215621.merged	95.1505448536	52.0	454.259412281	58089.0
temp | CRR215622.merged	96.8719832109	53.0	458.111395593	95300.0
temp | CRR215623.merged	95.9834107199	53.0	468.722738133	44366.0
temp | CRR215624.merged	96.4031308549	51.0	456.007617906	105147.0
temp | CRR215625.merged	97.1006390652	53.0	460.467537023	91227.0
temp | CRR215626.merged	96.9578329189	53.0	457.760277234	37802.0
temp | CRR215627.merged	96.3997612348	53.0	451.148716637	58635.0
temp | CRR215628.merged	97.5209568595	53.0	458.212134533	97820.0
temp | CRR215629.merged	96.8445320963	53.0	456.305422072	72002.0
temp | CRR215630.merged	95.7895191415	51.0	454.946537689	46313.0
temp | CRR215631.merged	97.3800911703	53.0	469.201627688	80728.0
temp | CRR215632.merged	97.0983387694	53.0	462.003278522	59173.0
temp | CRR215633.merged	96.9105857121	51.0	459.69049686	39166.0
temp | CRR215634.merged	96.835176943	52.0	451.772663352	68977.0
temp | CRR215635.merged	96.5071471346	51.0	457.784336189	76814.0
temp | CRR215636.merged	95.6322827872	53.0	454.667513881	25574.0
temp | CRR215637.merged	96.9677147077	51.0	455.035218401	94780.0
temp | CRR215638.merged	96.6534492643	51.0	456.763233327	83728.0
temp | CRR215639.merged	98.1282799781	53.0	449.829178469	184643.0
temp | CRR215640.merged	97.1525864577	53.0	457.089050121	116878.0
temp | CRR215641.merged	95.4907447266	50.0	461.890981489	18584.0
temp | CRR215642.merged	96.2873863436	53.0	453.0612812	101842.0
temp | CRR215643.merged	96.8649153048	54.0	453.753353465	77159.0
temp | CRR215644.merged	96.8095539709	52.0	454.170943751	97886.0
temp | CRR215645.merged	96.7629213126	52.0	452.900727469	157395.0
temp | CRR215646.merged	91.4717204619	51.0	453.439147172	6754.0
temp | CRR215647.merged	96.6981476227	53.0	453.212922054	123355.0
temp | CRR215648.merged	96.2741775847	51.0	455.559024341	59611.0
temp | CRR215649.merged	96.287943636	51.0	463.434006058	60748.0
temp | CRR215650.merged	96.4547846559	52.0	458.081671514	57768.0
temp | CRR215651.merged	95.3741033986	54.0	457.826735318	61761.0
temp | CRR215652.merged	95.9567532907	52.0	456.386049908	56143.0
temp | CRR215653.merged	95.0700997058	51.0	459.234327845	52354.0
temp | CRR215654.merged	96.315967906	51.0	459.259563227	70792.0
temp | CRR215655.merged	96.7014051053	51.0	462.087975874	74941.0
temp | CRR215656.merged	96.9932909779	51.0	454.183811396	101207.0
temp | CRR215657.merged	96.8767171678	52.0	450.221769762	101912.0
temp | CRR215658.merged	97.3174822778	52.0	452.448094323	81677.0
temp | CRR215659.merged	96.2664299743	52.0	464.60783351	52952.0
temp | CRR215660.merged	95.3466756318	52.0	457.843788316	50566.0
temp | CRR215661.merged	97.0292476918	53.0	453.003860163	82639.0
temp | CRR215662.merged	96.8457134943	51.0	455.174818799	86644.0
temp | CRR215663.merged	95.792016731	52.0	457.246727725	55466.0
temp | CRR215664.merged	97.6030217186	51.0	455.10883475	132375.0
temp | CRR215665.merged	96.2633535696	52.0	456.979748067	63747.0
temp | CRR215666.merged	96.928520293	52.0	451.317996586	72636.0
temp | CRR215667.merged	95.5281496983	51.0	458.056461935	49219.0
temp | CRR215668.merged	93.4125481491	51.0	452.978324737	15317.0
temp | CRR215669.merged	97.985309748	53.0	451.591681218	105376.0
temp | CRR215670.merged	91.9153248508	52.0	452.014525391	8881.0
temp | CRR215671.merged	94.8971605673	53.0	461.221801334	31943.0
temp | CRR215672.merged	97.1524143379	52.0	452.139083638	81016.0
temp | CRR215673.merged	93.7398971345	49.0	461.221895665	6805.0
temp | CRR215674.merged	97.0925213425	52.0	453.539674081	93827.0
temp | CRR215675.merged	97.5967777479	52.0	452.557956465	81682.0
temp | CRR215676.merged	91.2916423144	51.0	451.858123904	6844.0
temp | CRR215677.merged	97.4262536873	53.0	452.720548404	149160.0
temp | CRR215678.merged	96.6123545598	51.0	454.687788443	92306.0
temp | CRR215679.merged	95.7669307117	53.0	451.220138389	31939.0
temp | CRR215680.merged	96.6219296746	53.0	452.44910811	70188.0
temp | CRR215681.merged	95.3126405758	52.0	454.215294647	33345.0
temp | CRR215682.merged	97.1765139389	51.0	454.301244775	86843.0
temp | CRR215683.merged	97.7218402337	52.0	456.622104347	135548.0
temp | CRR215684.merged	96.1797100514	53.0	453.170953541	62011.0
temp | CRR215685.merged	95.5548873688	52.0	457.461124057	39909.0
temp | CRR215686.merged	96.7890637419	52.0	452.007007365	75492.0
temp | CRR215687.merged	97.4601906854	50.0	458.461029302	100165.0
temp | CRR215688.merged	96.9288501606	52.0	450.535954785	86873.0
temp | CRR215689.merged	96.27457682	52.0	451.388192333	55591.0
temp | CRR215690.merged	96.2575366938	52.0	455.312389614	98518.0
temp | CRR215691.merged	96.1374945986	53.0	454.794009005	71741.0
temp | CRR215692.merged	97.347150018	52.0	451.820813417	85983.0
temp | CRR215693.merged	97.1221501469	52.0	450.087539882	94654.0
temp | CRR215694.merged	94.2085931494	50.0	464.04270949	11707.0
temp | CRR215695.merged	95.9420505939	53.0	451.244918245	40242.0
temp | CRR215696.merged	96.8854618629	53.0	458.796473332	82741.0
temp | CRR215697.merged	96.4024346581	52.0	452.393827426	69825.0
temp | CRR215698.merged	96.8433501122	51.0	458.509491176	65956.0
temp | CRR215699.merged	96.8680375938	51.0	456.542433865	78098.0
temp | CRR215700.merged	96.2235022444	52.0	451.639267274	77082.0
temp | CRR215701.merged	97.1727764746	52.0	452.036842832	65223.0
temp | CRR215702.merged	96.9643834254	51.0	458.505844899	80412.0
temp | CRR215703.merged	97.1655102263	51.0	455.945780506	110108.0
temp | CRR215704.merged	96.885046247	53.0	458.203333297	91141.0
temp | CRR215705.merged	96.6273680108	55.0	458.630903498	71843.0
temp | CRR215706.merged	94.8431746766	52.0	450.645538141	51873.0
temp | CRR215707.merged	96.6378102069	53.0	457.925253525	60645.0
temp | CRR215708.merged	96.2576854018	53.0	455.260928233	91895.0
temp | CRR215709.merged	97.0497453573	52.0	460.330161017	38878.0
temp | CRR215710.merged	97.451248346	53.0	451.729550335	92202.0
temp | CRR215711.merged	96.7338854879	53.0	451.815844436	83310.0
temp | CRR215712.merged	94.662556291	51.0	455.124278418	33087.0
temp | CRR215713.merged	96.9145652401	52.0	456.855040808	76456.0
temp | CRR215714.merged	96.319372147	51.0	457.584575959	62435.0
temp | CRR215715.merged	97.0774669348	50.0	457.581347392	98442.0
temp | CRR215716.merged	96.6052453536	52.0	461.509810164	75381.0
temp | CRR215717.merged	96.8724716828	53.0	457.44323928	39552.0
temp | CRR215718.merged	97.4997194708	52.0	460.393903845	98029.0
temp | CRR215719.merged	94.8810884657	51.0	459.525747902	35867.0
temp | CRR215720.merged	95.9214295458	52.0	461.753830764	65979.0
temp | CRR215721.merged	95.4089148344	53.0	451.115854657	36658.0
temp | CRR215722.merged	96.6926738309	52.0	455.14578733	61137.0
temp | CRR215723.merged	96.5004952129	51.0	452.410456496	66638.0
temp | CRR215724.merged	97.1598194096	51.0	456.906340091	128689.0
temp | CRR215725.merged	95.7230264736	52.0	455.611473246	50012.0
temp | CRR215726.merged	97.4425097918	51.0	458.71652383	103148.0
temp | CRR215727.merged	96.2237470444	50.0	460.64126756	43138.0
temp | CRR215728.merged	97.0440315324	52.0	459.351425742	128249.0
temp | CRR215729.merged	96.7353982301	51.0	455.088292035	113000.0
temp | CRR215730.merged	97.5059011199	53.0	457.854385152	92779.0
temp | CRR215731.merged	94.697608527	52.0	459.508685533	29647.0
temp | CRR215732.merged	96.3279341236	52.0	454.719989141	55255.0
temp | CRR215733.merged	97.0749696574	52.0	455.161973672	107110.0
temp | CRR215734.merged	96.6544620268	51.0	455.320301083	63637.0
temp | CRR215735.merged	96.212577595	51.0	455.565245292	76358.0
temp | CRR215736.merged	97.0027624309	53.0	453.04377302	86880.0
temp | CRR215737.merged	96.768285478	52.0	455.538446768	67704.0
temp | CRR215738.merged	97.4898092057	51.0	460.594066693	141304.0
temp | CRR215739.merged	97.0479845473	51.0	453.997915925	78692.0
temp | CRR215740.merged	97.2037838401	51.0	453.640279527	105607.0
temp | CRR215741.merged	97.1361680806	52.0	453.291030979	115754.0
temp | CRR215742.merged	94.1643485452	52.0	455.692053229	66505.0
temp | CRR215743.merged	97.1146269974	50.0	459.92781052	63458.0
temp | CRR215744.merged	92.5142492644	52.0	459.638531657	48599.0
temp | CRR215745.merged	97.6077701498	52.0	455.209132044	179456.0
temp | CRR215746.merged	97.7609831253	53.0	449.070151608	109691.0
temp | CRR215747.merged	96.4203249817	51.0	456.988985615	69727.0
temp | CRR215748.merged	96.2861888942	52.0	456.978464642	33712.0
temp | CRR215749.merged	96.601016056	50.0	456.992183065	68697.0
temp | CRR215750.merged	96.5738963532	50.0	459.718837401	72940.0
temp | CRR215751.merged	96.7725739592	51.0	460.738780607	77678.0
temp | CRR215752.merged	97.1630457709	51.0	456.587304174	104302.0
temp | CRR215753.merged	97.3571851245	52.0	460.524011107	109845.0
temp | CRR215754.merged	95.697461527	52.0	456.0	40418.0
temp | CRR215755.merged	97.2577840999	51.0	454.02209578	63270.0
temp | CRR215756.merged	90.7300736772	50.0	453.012726055	7465.0
temp | CRR215757.merged	96.6699015979	51.0	459.606888147	88616.0
temp | CRR215758.merged	97.1160497554	53.0	452.732885585	79509.0
temp | CRR215759.merged	97.2800101327	52.0	457.817081473	126324.0
temp | CRR215760.merged	96.3622962192	54.0	457.594519598	46128.0
temp | CRR215761.merged	91.5120525931	50.0	458.232432432	6845.0
temp | CRR215762.merged	95.3945730645	51.0	455.697348768	32136.0
temp | CRR215763.merged	95.4577081974	53.0	455.449054142	45990.0
temp | CRR215764.merged	97.8663356944	51.0	454.829211991	126496.0
temp | CRR215765.merged	96.9837246811	53.0	449.266081565	47741.0
temp | CRR215766.merged	97.5219507986	52.0	451.845434737	139061.0
temp | CRR215767.merged	96.2672978878	51.0	454.013404112	71396.0
temp | CRR215768.merged	96.8665196177	50.0	460.044890047	74805.0
temp | CRR215769.merged	97.4414920644	52.0	452.924998256	100371.0
temp | CRR215770.merged	96.1690975	51.0	458.648649569	58759.0
temp | CRR215771.merged	95.7724656928	51.0	453.558506714	54216.0
temp | CRR215772.merged	97.4153971639	52.0	460.52428694	117697.0
temp | CRR215773.merged	96.9163445409	52.0	454.014586828	68555.0
temp | CRR215774.merged	96.6297646886	51.0	456.674782922	61153.0
temp | CRR215775.merged	96.4583129225	53.0	456.191731165	61242.0
temp | CRR215776.merged	96.5239952577	52.0	452.542019622	58199.0
temp | CRR215777.merged	96.8162639049	53.0	455.021224907	70389.0
temp | CRR215778.merged	97.3915528376	52.0	459.655792422	87485.0
temp | CRR215779.merged	97.1370008556	52.0	452.401177167	106357.0
temp | CRR215780.merged	95.8990939646	52.0	457.222837206	54744.0
temp | CRR215781.merged	96.6613120306	53.0	450.880938943	69099.0
temp | CRR215782.merged	96.9123281497	54.0	451.555888722	102051.0
temp | CRR215783.merged	96.2737990919	53.0	452.182924401	50212.0
temp | CRR215784.merged	95.9866375911	54.0	452.957708904	43106.0
temp | CRR215785.merged	96.8749290015	51.0	461.899182097	88030.0
temp | CRR215786.merged	96.930192067	52.0	452.500516894	91895.0
temp | CRR215787.merged	92.7272727273	51.0	457.1068358	7095.0
temp | CRR215788.merged	96.2528881894	54.0	456.350215986	59726.0
temp | CRR215789.merged	96.5523624416	52.0	452.727266417	86436.0
temp | CRR215790.merged	97.2323363437	51.0	456.530729207	90907.0
temp | CRR215791.merged	94.0619259456	53.0	460.444149348	45183.0
temp | CRR215792.merged	96.2377299072	51.0	455.572079467	59698.0
temp | CRR215793.merged	96.6634584536	54.0	450.577407051	56106.0
temp | CRR215794.merged	96.6532780344	52.0	453.770387136	76433.0
temp | CRR215795.merged	91.9068989123	51.0	453.971172131	13147.0
temp | CRR215796.merged	96.9414872329	52.0	459.274665813	124930.0
temp | CRR215797.merged	96.8901647187	51.0	458.563543162	73155.0
temp | CRR215798.merged	91.7846417846	51.0	456.716108966	9324.0
temp | CRR215799.merged	97.0092335302	52.0	453.676363321	138192.0
temp | CRR215800.merged	96.6176446477	52.0	452.463512206	60993.0
temp | CRR215801.merged	96.2187436471	52.0	455.679296918	63947.0
temp | CRR215802.merged	95.58819679	52.0	465.526117351	38193.0
temp | CRR215803.merged	96.7789061614	53.0	456.44488256	141008.0
temp | CRR215804.merged	93.5058860217	51.0	452.232712248	12827.0
temp | CRR215805.merged	96.7396978832	54.0	462.656203163	59381.0
temp | CRR215806.merged	96.3291649859	51.0	453.104896515	64454.0
temp | CRR215807.merged	96.0530081859	52.0	455.333276089	34938.0
temp | CRR215808.merged	96.0682553053	51.0	458.586854333	36803.0
temp | CRR215809.merged	96.273392563	53.0	456.64343388	37031.0
temp | CRR215810.merged	96.7313458727	51.0	456.287289669	40353.0
temp | CRR215811.merged	97.7266447286	52.0	458.303780552	199045.0
temp | CRR215812.merged	97.0121245354	55.0	452.268896606	82065.0
temp | CRR215813.merged	95.8000897333	51.0	452.970680608	51263.0
temp | CRR215814.merged	95.9324605598	51.0	454.033594647	51407.0
temp | CRR215815.merged	96.6692783146	51.0	457.969339253	57435.0
temp | CRR215816.merged	93.0120481928	52.0	454.570120482	10375.0
temp | CRR215817.merged	97.1849201179	52.0	453.264286895	102839.0
temp | CRR215818.merged	96.2527699244	52.0	454.767265225	65435.0
temp | CRR215819.merged	90.4109589041	51.0	453.626294688	5986.0
temp | CRR215820.merged	89.627708835	51.0	451.717725505	5399.0
temp | CRR215821.merged	96.1310033693	52.0	452.552895323	70044.0
temp | CRR215822.merged	96.7869623032	52.0	451.311918236	64674.0
temp | CRR215823.merged	97.1529360979	51.0	454.425413806	148258.0
temp | CRR215824.merged	96.5432835821	52.0	461.115940299	50250.0
temp | CRR215825.merged	97.1226309597	52.0	451.956105293	102837.0
temp | CRR215826.merged	97.4373912564	53.0	453.244388635	127019.0
temp | CRR215827.merged	90.4826958106	52.0	459.770947177	4392.0
temp | CRR215828.merged	97.3160234248	52.0	450.211359627	141730.0
temp | CRR215829.merged	96.0751195692	52.0	453.938041406	59798.0
temp | CRR215830.merged	96.9382193082	53.0	451.61129713	64211.0
temp | CRR215831.merged	96.1110627557	51.0	452.217825746	57445.0
temp | CRR215832.merged	96.6572348816	52.0	451.706691551	66442.0
temp | CRR215833.merged	95.9873086973	53.0	460.503504624	48222.0
temp | CRR215834.merged	96.8307322929	52.0	461.937701396	79135.0
temp | CRR215835.merged	96.8240256842	53.0	458.526195309	69459.0
temp | CRR215836.merged	97.4917504524	52.0	454.107181219	103339.0
temp | CRR215837.merged	96.154152718	52.0	450.280527658	50184.0
temp | CRR215838.merged	94.9002459688	51.0	452.941022137	18295.0
temp | CRR215839.merged	95.7797546271	52.0	458.570787133	47438.0
temp | CRR215840.merged	97.0917665553	54.0	459.541256543	55979.0
temp | CRR215841.merged	97.3328729574	52.0	454.154876579	141913.0
temp | CRR215842.merged	95.7707521637	52.0	454.279243375	33623.0
temp | CRR215843.merged	94.0250655785	51.0	455.652652288	13724.0
temp | CRR215844.merged	95.9857912333	52.0	453.279740899	43072.0
temp | CRR215845.merged	96.3987012987	53.0	450.894103896	77000.0
temp | CRR215846.merged	90.7130084935	52.0	459.767657577	8948.0
temp | CRR215847.merged	96.1163711482	52.0	451.934687554	58090.0
temp | CRR215848.merged	96.5961897647	52.0	454.14833022	66925.0
temp | CRR215849.merged	97.2195311954	50.0	458.591878315	100127.0
temp | CRR215850.merged	91.2432878976	52.0	457.574349442	4842.0
temp | CRR215851.merged	97.3873693685	52.0	461.786039302	79996.0
temp | CRR215852.merged	95.9055276382	52.0	450.190532663	49750.0
temp | CRR215853.merged	95.6677687606	53.0	452.648432021	49905.0
temp | CRR215854.merged	96.157550077	52.0	456.382877504	51920.0
temp | CRR215855.merged	98.1703475934	52.0	455.960310233	320662.0
temp | CRR215856.merged	97.3790588186	52.0	452.849878313	144223.0
temp | CRR215857.merged	96.529845192	53.0	460.167534981	53744.0
temp | CRR215858.merged	97.0818716759	51.0	454.639597714	141392.0
temp | CRR215859.merged	96.911403864	52.0	460.622948281	83954.0
temp | CRR215860.merged	94.9447159997	52.0	457.747209661	38257.0
temp | CRR215861.merged	96.143156518	52.0	455.83306333	67283.0
temp | CRR215862.merged	96.646921363	53.0	448.72477945	55203.0
temp | CRR215863.merged	96.7695143695	54.0	462.571907769	33091.0
temp | CRR215864.merged	96.0099618482	53.0	453.997933446	37744.0
temp | CRR215865.merged	95.5610860652	51.0	455.817935171	49021.0
temp | CRR215866.merged	96.9208032687	53.0	450.193671216	57515.0
temp | CRR215867.merged	96.8097440066	51.0	456.057941659	75041.0
temp | CRR215868.merged	95.4982558688	52.0	454.746959555	63642.0
temp | CRR215869.merged	97.7193272475	51.0	454.964513344	163329.0
temp | CRR215870.merged	97.7349450071	50.0	460.048411467	146928.0
temp | CRR215871.merged	97.3728512152	53.0	450.216822762	84350.0
temp | CRR215872.merged	97.7033028032	54.0	462.538153969	115296.0
temp | CRR215873.merged	97.3608321377	52.0	458.250064562	139400.0
temp | CRR215874.merged	96.4394620415	53.0	449.795709728	56733.0
temp | CRR215875.merged	96.7653075874	51.0	460.967545402	111448.0
temp | CRR215876.merged	98.0131231083	54.0	458.880566459	135791.0
temp | CRR215877.merged	97.6865175383	51.0	454.836838017	178951.0
temp | CRR215878.merged	97.27167512	54.0	457.165869558	117508.0
temp | CRR215879.merged	97.0857712218	52.0	455.68416952	133483.0
temp | CRR215880.merged	97.0491803279	52.0	454.312106999	107665.0
temp | CRR215881.merged	97.6986148487	53.0	449.313913615	111107.0
temp | CRR215882.merged	95.7678456771	52.0	456.316853243	35821.0
temp | CRR215883.merged	97.0287197427	52.0	454.575816735	88615.0
temp | CRR215884.merged	97.5310390801	51.0	452.775152071	120010.0
temp | CRR215885.merged	97.0669528176	53.0	451.927372939	61506.0
temp | CRR215886.merged	95.8250616616	52.0	454.008331829	66492.0
temp | CRR215887.merged	96.8646661073	51.0	454.59679927	81044.0
temp | CRR215888.merged	95.8739622221	51.0	454.578341784	35894.0
temp | CRR215889.merged	96.1795774648	51.0	455.285689135	39760.0
temp | CRR215890.merged	93.6545153427	52.0	453.437205754	53739.0
temp | CRR215891.merged	96.8017509967	51.0	454.299143486	89549.0
temp | CRR215892.merged	96.7130366854	54.0	449.575669261	33283.0
temp | CRR215893.merged	96.1415601883	53.0	448.842019727	35688.0
temp | CRR215894.merged	96.611415693	53.0	449.320732701	62563.0
temp | CRR215895.merged	96.6828380837	53.0	452.015241561	49470.0
temp | CRR215896.merged	95.8451551887	53.0	449.676231622	46524.0
temp | CRR215897.merged	94.2259494891	51.0	450.365818392	10374.0
temp | CRR215898.merged	93.2686654909	53.0	456.286498138	10206.0
temp | CRR215899.merged	96.8739124514	50.0	459.331431857	66089.0
temp | CRR215900.merged	92.4324324324	50.0	456.866666667	5550.0
temp | CRR215901.merged	97.4400294334	52.0	455.025172921	135900.0
temp | CRR215902.merged	94.9919546613	52.0	452.495137198	70227.0
temp | CRR215903.merged	97.5721821998	53.0	455.437574451	176290.0
temp | CRR215904.merged	96.4215423153	50.0	457.346931473	50301.0
temp | CRR215905.merged	96.80728465	53.0	450.898245386	61609.0
temp | CRR215906.merged	97.0506991692	52.0	453.011328583	93039.0
